make,model,condition,grade,capacity,colour,network,count
Alcatel,1052G,"Working - Need Battery Cover","Grade B - Good Condition","Not Applicable",Black,NOS-Portugal,2
Alcatel,1052G,"Non-working - Need Battery Cover","Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,1052G,"Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Damaged,1
Alcatel,1052G,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Vodafone,1
Alcatel,1054X,"Non-working - Need Battery Cover And Battery","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Alcatel,1054X,"Non-working - Need Battery Cover And Battery","Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,1054X,"Awaiting Parts",Unknown,"Not Applicable",Black,Unlocked,3
Alcatel,1054X,Working,"Grade C - Acceptable Condition",1GB,Black,Vodafone,1
Alcatel,132,"Power On Tested-Broken LCD","Grade C - Acceptable Condition","Not Applicable",Black,Damaged,1
Alcatel,"20 01 T BLK","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,1
Alcatel,"20 01 T BLK",Working,"Grade D","Not Applicable",Black,Unlocked,3
Alcatel,"20 01 T BLK",BER,Unknown,"Not Applicable",Black,Tesco-Mobile,1
Alcatel,20.04,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,6
Alcatel,20.04,Working,"Grade D","Not Applicable",Black,Unlocked,1
Alcatel,20.04,"Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",Black,Tesco-Mobile,1
Alcatel,20.04,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,5
Alcatel,20.04,Working,"Grade B B2B","Not Applicable",Black,Unlocked,1
Alcatel,20.04,Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,20.05,Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,20.05,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,20.07,"Brand New","Insurance Grade","Not Applicable",Black,Unlocked,11
Alcatel,20.07,BER,"Grade D","Not Applicable",Black,Unknown,1
Alcatel,20.07,Non-working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,20.07,Working,"Grade D","Not Applicable",Black,Unlocked,3
Alcatel,20.07,Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,6
Alcatel,20.07,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,8
Alcatel,20.07,BER,Unknown,"Not Applicable",Black,Tesco-Mobile,1
Alcatel,20.07,"Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",Black,Unknown,1
Alcatel,20.07,"Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Tesco-Mobile,1
Alcatel,20.07,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,5
Alcatel,20.07,"Power On Tested-Good LCD","Grade D","Not Applicable",Black,Unknown,2
Alcatel,20.07,"Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Unknown,1
Alcatel,20.07,BER,Unknown,"Not Applicable",Black,Unknown,1
Alcatel,20.07,BER,Unknown,"Not Applicable",Black,Unlocked,1
Alcatel,2000X,"Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",Black,Damaged,1
Alcatel,2001X,Non-working,Unknown,"Not Applicable",Black,NOS-Portugal,1
Alcatel,2001X,"Non-working - Need Battery Cover","Grade D","Not Applicable",Black,NOS-Portugal,1
Alcatel,2001X,"Non-working - Need Battery Cover And Battery","Grade C - Acceptable Condition","Not Applicable",Black,NOS-Portugal,1
Alcatel,2001X,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Alcatel,2004,Working,"Grade B B2B","Not Applicable",Black,Unlocked,5
Alcatel,2004,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,8
Alcatel,2004,Working,"Grade D","Not Applicable",Black,Unlocked,1
Alcatel,2004,Working,"Grade B B2B","Not Applicable",Black,Unlocked,4
Alcatel,2004,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,2004,Working,"Grade D","Not Applicable",Black,Unlocked,1
Alcatel,2004,BER,Unknown,"Not Applicable",Black,Tesco-Mobile,4
Alcatel,2004,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,2
Alcatel,2005,Working,"Grade D","Not Applicable",Black,Unlocked,1
Alcatel,2008G,"Non-working - DeBrand",Unknown,"Not Applicable",Black,Unlocked,1
Alcatel,2008G,Non-working,Unknown,"Not Applicable",White,Unlocked,3
Alcatel,2008G,Non-working,Unknown,"Not Applicable",White,NOS-Portugal,1
Alcatel,2008G,Working,"Grade B - Good Condition","Not Applicable",White,Unlocked,2
Alcatel,2008G,"Non-working - Need Battery Cover","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,2
Alcatel,2008G,"Working - Need Battery Cover","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,12
Alcatel,2008G,"Working - Need Battery Cover","Grade B - Good Condition","Not Applicable",Black,Unlocked,2
Alcatel,2008G,"Non-working - Need Repair - HardWare",Unknown,"Not Applicable",Black,Unlocked,1
Alcatel,2008G,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Alcatel,2010G,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,2
Alcatel,2010G,BER,Unknown,"Not Applicable",Pink,Unknown,2
Alcatel,2010G,Working,"Grade B - Good Condition","Not Applicable",Pink,Vodafone,1
Alcatel,2010G,"Power On Tested-Good LCD",Unknown,"Not Applicable",Black,Damaged,1
Alcatel,2010G,"Brand New","Brand New","Not Applicable",Grey,Vodafone,17
Alcatel,2010G,Working,"Grade B - Good Condition","Not Applicable",Grey,Unlocked,1
Alcatel,2010G,Working,"Grade B B2B","Not Applicable",Grey,Vodafone,1
Alcatel,2010G,"Brand New","Brand New","Not Applicable",Grey,Unlocked,1
Alcatel,2010G,Working,"Grade C - Acceptable Condition","Not Applicable",Grey,Unlocked,1
Alcatel,2010G,Working,"Grade B B2B","Not Applicable",Grey,Unlocked,2
Alcatel,2010G,Non-working,Unknown,"Not Applicable",Grey,Foreign,1
Alcatel,2012G,Working,"Grade C - Acceptable Condition","Not Applicable","DARK CHOCOLATE",NOS-Portugal,2
Alcatel,2012G,BER,"Grade D","Not Applicable","DARK CHOCOLATE",NOS-Portugal,2
Alcatel,2012G,"Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable","DARK CHOCOLATE",NOS-Portugal,1
Alcatel,2012G,BER,"Grade B - Good Condition","Not Applicable","DARK CHOCOLATE",NOS-Portugal,1
Alcatel,2012G,BER,"Grade C - Acceptable Condition","Not Applicable","DARK CHOCOLATE",NOS-Portugal,1
Alcatel,2012G,Working,"Grade B - Good Condition","Not Applicable",White,Unlocked,2
Alcatel,2012G,Working,"Grade A - Very Good Condition","Not Applicable",White,Unlocked,1
Alcatel,2012G,"Brand New","Insurance Grade","Not Applicable",White,Unlocked,2
Alcatel,2012G,"Brand New","Insurance Grade","Not Applicable",Brown,Unlocked,1
Alcatel,2012G,Working,"Grade C - Acceptable Condition","Not Applicable","DARK CHOCOLATE",Unlocked,1
Alcatel,2012G,Working,"Grade B - Good Condition","Not Applicable","DARK CHOCOLATE",Unlocked,3
Alcatel,2012G,Working,"Grade A - Very Good Condition","Not Applicable","DARK CHOCOLATE",Unlocked,9
Alcatel,2012G,"Non-working - Need Repair - HardWare",Unknown,"Not Applicable","DARK CHOCOLATE",Damaged,1
Alcatel,2012G,Non-working,Unknown,"Not Applicable","DARK CHOCOLATE",NOS-Portugal,3
Alcatel,2012G,Working,"Insurance Grade","Not Applicable","DARK CHOCOLATE",Unlocked,1
Alcatel,2012G,"Non-working - Need Repair - Software","Not Graded","Not Applicable","DARK CHOCOLATE",NOS-Portugal,1
Alcatel,2012G,"Brand New","Brand New","Not Applicable","DARK CHOCOLATE",Unlocked,9
Alcatel,2012G,Working,"Grade B - Good Condition","Not Applicable","DARK CHOCOLATE",Unlocked,2
Alcatel,2012G,Working,"Insurance Grade","Not Applicable","DARK CHOCOLATE",Unlocked,5
Alcatel,2012G,Working,"Grade A - Very Good Condition","Not Applicable","DARK CHOCOLATE",Unlocked,28
Alcatel,2012G,Non-working,Unknown,"Not Applicable","DARK CHOCOLATE",NOS-Portugal,23
Alcatel,2012G,"Power On Tested-Broken LCD","Grade B - Good Condition","Not Applicable","DARK CHOCOLATE",Unlocked,1
Alcatel,2012G,"Non-working - Need Battery","Grade C - Acceptable Condition","Not Applicable","DARK CHOCOLATE",NOS-Portugal,2
Alcatel,2012G,Working,"Not Graded","Not Applicable","DARK CHOCOLATE",NOS-Portugal,1
Alcatel,2012G,Working,"Grade C - Acceptable Condition","Not Applicable","DARK CHOCOLATE",Unlocked,8
Alcatel,2012G,Working,"Grade D","Not Applicable","DARK CHOCOLATE",Unlocked,1
Alcatel,2012G,"Working - Need Battery Cover","Grade C - Acceptable Condition","Not Applicable","DARK CHOCOLATE",Unlocked,1
Alcatel,2012G,"Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Brown,Damaged,1
Alcatel,2045X,Working,"Grade A - Very Good Condition","Not Applicable",Black,O2,1
Alcatel,2045X,"Power On Tested-Good LCD","Grade B B2B","Not Applicable",Black,Unlocked,1
Alcatel,2045X,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,5
Alcatel,2045X,Working,"Grade B B2B","Not Applicable",Black,Unlocked,7
Alcatel,2045X,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,2
Alcatel,2045X,Working,"Grade D","Not Applicable",Black,Unlocked,1
Alcatel,2045X,Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,2045X,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,10
Alcatel,2045X,Working,"Grade B B2B","Not Applicable",Black,Unlocked,9
Alcatel,2045X,"Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,2045X,BER,"Grade B B2B","Not Applicable",Black,Unlocked,1
Alcatel,2045X,BER,"Grade B - Good Condition","Not Applicable",Black,Damaged,1
Alcatel,2045X,BER,"Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,2045X,"Non-working - Unlock","Grade C - Acceptable Condition","Not Applicable",Black,Three(3),1
Alcatel,2045X,"Power On Tested-Good LCD","Grade A - Very Good Condition","Not Applicable",Black,Virgin,1
Alcatel,2045X,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,3
Alcatel,2045X,"Working - Minor Issue","Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,2045X,Working,"Insurance Grade","Not Applicable",Black,O2,2
Alcatel,2045X,"Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Damaged,4
Alcatel,2045X,Working,"Grade C - Acceptable Condition","Not Applicable",Black,O2,1
Alcatel,2051,Working,"Grade A - Very Good Condition","Not Applicable",Silver,Unlocked,3
Alcatel,2051,Working,"Grade B - Good Condition","Not Applicable",Silver,Unlocked,1
Alcatel,2051,Non-working,Unknown,"Not Applicable",Silver,Unlocked,4
Alcatel,2051,Non-working,Unknown,4GB,Silver,NOS-Portugal,1
Alcatel,2051,"Non-working - Need Battery","Grade C - Acceptable Condition",4GB,Silver,NOS-Portugal,1
Alcatel,2051,Non-working,Unknown,"Not Applicable",Silver,NOS-Portugal,1
Alcatel,2051,Working,"Grade C - Acceptable Condition","Not Applicable",Silver,Unlocked,2
Alcatel,2051,"Non-working - Need Repair - HardWare",Unknown,"Not Applicable",Silver,Unlocked,3
Alcatel,2051,"Working - Need Battery Cover","Grade B - Good Condition","Not Applicable",Silver,Unlocked,4
Alcatel,2051,"Working - Need Battery Cover","Grade C - Acceptable Condition","Not Applicable",Silver,Unlocked,2
Alcatel,2051,"Non-working - Need Battery","Grade B - Good Condition","Not Applicable",Silver,NOS-Portugal,2
Alcatel,2051,"Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",Silver,Unlocked,1
Alcatel,2051,"Non-working - Need Battery Cover And Battery","Grade B - Good Condition","Not Applicable",Silver,NOS-Portugal,1
Alcatel,2051,Working,"Grade C - Acceptable Condition",8GB,Silver,Virgin,1
Alcatel,30.03G,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,2
Alcatel,3000G,Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,3003g,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Alcatel,3003g,Working,"Grade B - Good Condition","Not Applicable",Black,Vodafone,1
Alcatel,3003g,Working,"Grade C - Acceptable Condition","Not Applicable",Black,"EE Network",1
Alcatel,4013X,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,4
Alcatel,4013X,Working,"Grade D","Not Applicable",Black,Unlocked,6
Alcatel,4013X,Working,"Grade B B2B","Not Applicable",Black,Unlocked,2
Alcatel,4013X,Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,3
Alcatel,4013X,BER,"Grade D","Not Applicable",Black,Tesco-Mobile,1
Alcatel,4013X,Working,"Grade B - Good Condition","Not Applicable",Pink,Unlocked,7
Alcatel,4013X,Working,"Grade C - Acceptable Condition","Not Applicable",Pink,Unlocked,4
Alcatel,4013X,"Brand New","Insurance Grade","Not Applicable",Pink,Unlocked,1
Alcatel,4013X,Working,"Grade A - Very Good Condition","Not Applicable",Pink,Unlocked,2
Alcatel,4013X,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Alcatel,4013X,Working,"Grade B B2B","Not Applicable",Pink,Unlocked,1
Alcatel,4013X,Working,"Grade B - Good Condition","Not Applicable",Pink,Unlocked,3
Alcatel,4013X,Working,"Grade D","Not Applicable",Pink,Unlocked,2
Alcatel,4013X,Working,"Grade C - Acceptable Condition","Not Applicable",Pink,Unlocked,1
Alcatel,4013X,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,11
Alcatel,4013X,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,13
Alcatel,4013X,Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,3
Alcatel,4013X,Working,"Grade D","Not Applicable",Black,Unlocked,5
Alcatel,4013X,Working,"Grade B B2B","Not Applicable",Black,Unlocked,2
Alcatel,4013X,"Brand New","Insurance Grade","Not Applicable",Pink,Unlocked,1
Alcatel,4013X,Working,"Grade A - Very Good Condition","Not Applicable",Pink,Unlocked,1
Alcatel,4013X,"Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Pink,Unknown,1
Alcatel,4013X,Non-working,Unknown,2GB,Black,"Not Applicable",3
Alcatel,4013X,"Power On Tested-Broken LCD",Unknown,2GB,Black,"Not Applicable",2
Alcatel,4013X,"Working - Need Battery Cover and Battery","Grade C - Acceptable Condition",2GB,Black,NOS-Portugal,2
Alcatel,4013X,"Working - Need Battery Cover and Battery","Grade D",2GB,Black,NOS-Portugal,1
Alcatel,4013X,"Non-working - Need Battery Cover","Grade C - Acceptable Condition","Not Applicable",Black,NOS-Portugal,1
Alcatel,4013X,"Non-working - Need Battery","Grade B - Good Condition",4GB,Black,NOS-Portugal,1
Alcatel,4013X,"Non-working - Need Battery","Grade C - Acceptable Condition",4GB,Black,NOS-Portugal,4
Alcatel,4013X,"Non-working - Need Battery","Grade C - Acceptable Condition",4GB,White,NOS-Portugal,1
Alcatel,4013X,"Non-working - Need Battery Cover And Battery","Grade C - Acceptable Condition",4GB,Black,NOS-Portugal,8
Alcatel,4013X,"Non-working - Need Battery Cover And Battery","Grade B - Good Condition",4GB,Black,NOS-Portugal,3
Alcatel,4013X,"Non-working - Need Battery Cover And Battery","Grade A - Very Good Condition",4GB,Black,NOS-Portugal,1
Alcatel,4013X,Non-working,Unknown,4GB,Black,NOS-Portugal,2
Alcatel,4013X,"Non-working - Need Repair - HardWare",Unknown,"Not Applicable",Black,NOS-Portugal,1
Alcatel,4013X,"Working – Major Screen Burn","Grade C - Acceptable Condition",4GB,Black,Unlocked,1
Alcatel,4013X,Working,"Grade C - Acceptable Condition",4GB,Black,Unlocked,1
Alcatel,4013X,"iOS 7 Locked","Not Graded",4GB,Black,Damaged,1
Alcatel,4013X,Non-working,Unknown,4GB,Black,Damaged,1
Alcatel,4013X,Non-working,Unknown,4GB,Blue,Damaged,1
Alcatel,4015x,Working,"Grade C - Acceptable Condition","Not Applicable",Blue,Unlocked,2
Alcatel,4015x,"Power On Tested-Good LCD","Grade D","Not Applicable",Blue,Tesco-Mobile,1
Alcatel,4015x,Working,"Grade D","Not Applicable",Blue,Unlocked,1
Alcatel,4015x,Working,"Grade B - Good Condition","Not Applicable",Blue,Unlocked,1
Alcatel,4015x,Working,"Grade C - Acceptable Condition","Not Applicable",Pink,Unlocked,2
Alcatel,4015x,Working,"Grade A - Very Good Condition","Not Applicable",Pink,Unlocked,2
Alcatel,4015x,Working,"Grade B - Good Condition","Not Applicable",Pink,Unlocked,3
Alcatel,4015x,"Power On Tested-Broken LCD","Grade D","Not Applicable",Pink,Unknown,1
Alcatel,4015x,"Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Pink,Unknown,1
Alcatel,4015x,Working,"Grade A - Very Good Condition","Not Applicable",Blue,Unlocked,1
Alcatel,4015x,Working,"Grade D","Not Applicable",Pink,Unlocked,3
Alcatel,4015x,"Brand New","Insurance Grade","Not Applicable",Pink,Unlocked,2
Alcatel,4015x,Working,"Grade D","Not Applicable","Black Sapphire",Unlocked,1
Alcatel,4015x,Working,"Grade A - Very Good Condition","Not Applicable",Blue,Unlocked,1
Alcatel,4015x,Working,"Grade B - Good Condition","Not Applicable","Bluish Black",Unlocked,1
Alcatel,4015x,Non-working,Unknown,4GB,"Bluish Black",Foreign,1
Alcatel,4015x,Working,"Grade B - Good Condition",4GB,Pink,Unlocked,1
Alcatel,4015x,Working,"Grade C - Acceptable Condition",4GB,Pink,Unlocked,1
Alcatel,4015x,Working,"Grade D",4GB,"Bluish Black",Foreign,1
Alcatel,4015x,Working,"Grade C - Acceptable Condition","Not Applicable","Black Sapphire",Unlocked,1
Alcatel,4030X,BER,"Grade D","Not Applicable",Black,Damaged,1
Alcatel,4030X,Working,"Not Graded","Not Applicable",White,Damaged,1
Alcatel,4033X,"Brand New","Insurance Grade",4GB,"Bluish Black",Unlocked,1
Alcatel,4033X,Working,"Grade C - Acceptable Condition",4GB,"Bluish Black",Unlocked,1
Alcatel,4033X,Non-working,Unknown,"Not Applicable","Bluish Black",Unknown,1
Alcatel,4033X,BER,"Grade C - Acceptable Condition",4GB,"Bluish Black",Foreign,1
Alcatel,5050X,Working,"Grade A - Very Good Condition","Not Applicable",White,Unlocked,1
Alcatel,"8085 PLUS",Working,"Grade C - Acceptable Condition",2GB,White,"Not Applicable",2
Alcatel,"8085 PLUS",Working,"Grade A - Very Good Condition",2GB,White,"Not Applicable",1
Alcatel,"8085 PLUS",Working,"Insurance Grade",32GB,Silver,"Not Applicable",1
Alcatel,"A3 10\" (9026X)",Working,"Grade A - Very Good Condition",16GB,White,Unlocked,1
Alcatel,"ALC PIXI 3 4IN BLK",Working,"Grade D","Not Applicable",Black,Unlocked,1
Alcatel,"ALC PIXI 3 4IN BLK",Working,"Grade A - Very Good Condition","Not Applicable",Black,Virgin,2
Alcatel,"ALC PIXI 3 4IN BLK","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,2
Alcatel,"ALC PIXI 3 4IN BLK","Non-working - Need Battery Cover And Battery","Grade A - Very Good Condition",2GB,Black,Virgin,2
Alcatel,"ALC PIXI 3 4IN BLK",Working,"Grade B B2B",2GB,Black,Unlocked,12
Alcatel,"ALC PIXI 3 4IN BLK",Working,"Grade B - Good Condition",2GB,Black,Unlocked,6
Alcatel,"ALC PIXI 3 4IN BLK",Working,"Grade A - Very Good Condition",2GB,Black,Unlocked,5
Alcatel,"ALC PIXI 3 4IN BLK","Non-working - Need Repair - HardWare","Grade B - Good Condition",2GB,Black,Virgin,1
Alcatel,"ALC PIXI 3 4IN BLK",Non-working,"Grade C - Acceptable Condition",2GB,Black,Unlocked,1
Alcatel,"ALC PIXI 3 4IN BLK",Working,"Grade C - Acceptable Condition",2GB,Black,Unlocked,2
Alcatel,"ALC PIXI 3 4IN BLK","Working - Need Battery Cover and Battery","Grade C - Acceptable Condition",2GB,Black,Virgin,1
Alcatel,"ALCATEL 2010 BACK COVER","Brand New","Brand New","Not Applicable",Anthracite,"Not Applicable",5
Alcatel,"ALCATEL 2010 BACK COVER","Brand New","Brand New","Not Applicable","Rose Fresh","Not Applicable",5
Alcatel,"BATTERY ALACATEL CAB2170000C1","Brand New","Brand New","Not Applicable",Black,"Not Applicable",14
Alcatel,"BATTERY ALACATEL CAB2170000C1",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",7
Alcatel,"BATTERY ALCATEL CAB22B0000C1",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",1
Alcatel,"BATTERY ALCATEL CAB23V0000C1","Brand New","Brand New","Not Applicable",Black,"Not Applicable",11
